template_id,template_name,category,source_alerts,source_type,spl_template,parameters,common_logic_summary,variation_summary
TPL-0533,Fortigate Signature Detected And Blocked,network_security,"[""[FSE] 0481_FortiGate Signature Detected and Blocked"", ""[HSITP] 0481_FortiGate Signature Detected and Blocked"", ""[HopLun] 0481_FortiGate Signature Detected and Blocked""]",saved_alert | sourcetype=fortigate_utm,"index = {{index}} sourcetype = {{sourcetype}} action={{value}}* or action={{value}}* crlevel in ({{value_set}}) | bin span={{time_window}} _time | stats count by {{src_ip_field}} {{dest_ip_field}} action msg {{host_field}} devid host _time | search not [| search index = {{index}} ticketnumber={{value}}*0481 earliest={{earliest}} | stats count by {{src_ip_field}} {{dest_ip_field}} signature sn | rename {{src_ip_field}} as {{src_ip_field}}, {{dest_ip_field}} as {{dest_ip_field}}, signature as msg, sn as devid | table {{src_ip_field}} {{dest_ip_field}} msg devid] | eval {{value}}=msg | eval {{value}} = action | eval {{value}} = devid | eval {{value}} = count | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""dest_ip_field"": {""default"": ""dstip"", ""distinct_count"": 2, ""examples"": [""dstip"", ""DestinationIP""]}, ""host_field"": {""default"": ""devname"", ""distinct_count"": 3, ""examples"": [""devname"", ""host"", ""Host""]}, ""index"": {""default"": ""g50668_forti"", ""distinct_count"": 4, ""examples"": [""g50668_forti"", ""ticket_summary"", ""g49936*fg"", ""g50370_fgt""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 3, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false, true], ""schedules"": [""40 18 * * *"", ""53 6 * * 2""], ""severities"": [1]}, ""sourcetype"": {""default"": ""fortigate_utm"", ""distinct_count"": 1, ""examples"": [""fortigate_utm""]}, ""src_ip_field"": {""default"": ""srcip"", ""distinct_count"": 2, ""examples"": [""srcip"", ""SourceIP""]}, ""time_window"": {""default"": ""1h"", ""distinct_count"": 2, ""examples"": [""1h"", ""-1h""]}, ""value"": {""default"": ""drop*"", ""distinct_count"": 6, ""examples"": [""drop*"", ""block*"", ""_time"", ""1h"", ""99973*0481"", ""-1h""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; applies a threshold or condition before alerting.,index values differ (4 distinct); time windows differ (2 distinct); schedules differ (2 distinct); enabled and disabled variants are both present.
TPL-0534,Fortigate Sql Injection Activity Detected,network_security,"[""[Brillink] 9947_FortiGate SQL Injection Activity Detected"", ""[Brillink] FortiGate SQL injection activity detected""]",saved_alert | index-scoped/mixed,index = {{index}} msg={{value}} not (action={{value}} or action={{value}} or action={{value}}) | eval {{value}} = {{value}} | eval {{value}} = url | eval {{value}} = crlevel | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""91624_fortigate"", ""distinct_count"": 1, ""examples"": [""91624_fortigate""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false], ""schedules"": [""0-59/15 * * * *"", ""6-59/15 * * * *""], ""severities"": [3]}, ""value"": {""default"": ""*SQL.Injection*"", ""distinct_count"": 5, ""examples"": [""*SQL.Injection*"", ""dropped"", ""blocked"", ""reset"", ""strftime""]}}",selects events from parameterized index/source-type scope.,schedules differ (2 distinct).
TPL-0535,Fortigate Sql Injection Activity Detected And Blocked,network_security,"[""[Brillink] 9951_FortiGate SQL Injection Activity Detected And Blocked"", ""[Brillink] FortiGate SQL injection activity detected and blocked""]",saved_alert | index-scoped/mixed,index = {{index}} msg={{value}} (action={{value}} or action={{value}} or action={{value}}) | eval {{value}} = url | eval {{value}} = crlevel | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""91624_fortigate"", ""distinct_count"": 1, ""examples"": [""91624_fortigate""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false], ""schedules"": [""0-59/15 * * * *"", ""7-59/15 * * * *""], ""severities"": [3]}, ""value"": {""default"": ""*SQL.Injection*"", ""distinct_count"": 5, ""examples"": [""*SQL.Injection*"", ""dropped"", ""blocked"", ""reset"", ""strftime""]}}",selects events from parameterized index/source-type scope.,schedules differ (2 distinct).
TPL-0536,Fortigate Wget/Curl Command Injected In Url,network_security,"[""[Brillink] 0508_FortiGate Wget/Curl Command Injected In URL"", ""[Brillink] FortiGate Wget/Curl command injected in URL""]",saved_alert | index-scoped/mixed,"index = {{index}} type={{value}} or type={{value}} http_url in ({{value_set}}) | bin _time span={{time_window}} | eval act=if(isnull(action), {{value}}, action) | eval rt_code=if(isnull(http_retcode), {{value}}, http_retcode) | eval is_attack=if(type=={{value}}, 1, 0) | eval is_traffic=if(type=={{value}}, 1, 0) | stats values(type) as type dc(type) as type_count values(rt_code) as code values(act) as act values(msg) as msg sum(is_attack) as is_attack sum(is_traffic) as is_traffic count by {{src_ip_field}} {{dest_ip_field}} http_host http_url _time host | search not act={{value}} | eval waf_act=if(is_attack==0, {{value}}, act) | replace {{value}} with {{value}} in waf_act | replace {{value}} with {{value}} in code | eval siem_action={{value}} | eval code=if(code=={{value}}, {{value}}, code) | eval http_url = replace(http_url, {{value}}, {{value}}) | eval ip=host | eval host=if(isnull({{host_field}}), host, {{host_field}}) | eval {{value}} = code | eval {{value}} = replace(http_host, {{value}}, {{value}}) | eval {{value}} = replace(http_url, {{value}}, {{value}}) | eval {{value}} = waf_act | eval {{value}} = siem_action | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""dest_ip_field"": {""default"": ""dstip"", ""distinct_count"": 1, ""examples"": [""dstip""]}, ""host_field"": {""default"": ""host"", ""distinct_count"": 2, ""examples"": [""host"", ""Hostname""]}, ""index"": {""default"": ""91624_fortigate"", ""distinct_count"": 1, ""examples"": [""91624_fortigate""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false], ""schedules"": [""0-59/15 * * * *"", ""5-59/15 * * * *""], ""severities"": [3]}, ""src_ip_field"": {""default"": ""srcip"", ""distinct_count"": 1, ""examples"": [""srcip""]}, ""time_window"": {""default"": ""1s"", ""distinct_count"": 1, ""examples"": [""1s""]}, ""value"": {""default"": ""traffic"", ""distinct_count"": 6, ""examples"": [""traffic"", ""attack"", ""1s"", ""if"", ""Alert_Deny"", ""Alert""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; applies a threshold or condition before alerting.,schedules differ (2 distinct).
TPL-0537,High Firewall Signature Detection,network_security,"[""[AVSECO] 0423_High Firewall Signature Detection"", ""[Guoco] 0423_High Firewall Signature Detection""]",saved_alert | sourcetype=fortigate_utm,index = {{index}} sourcetype = {{sourcetype}} crlevel={{value}} not (action={{value}} or action={{value}} or action={{value}}) | stats count by {{src_ip_field}} {{dest_ip_field}} action host msg | search not [| search index = {{index}} ticketnumber={{value}}*0423 earliest={{earliest}} | stats count by {{src_ip_field}} {{dest_ip_field}} signature | rename {{src_ip_field}} as {{src_ip_field}} | rename {{dest_ip_field}} as {{dest_ip_field}} | rename signature as msg | table {{src_ip_field}} {{dest_ip_field}} msg] | eval {{value}}=msg | eval {{value}} = action | eval {{value}} = count | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""dest_ip_field"": {""default"": ""dstip"", ""distinct_count"": 2, ""examples"": [""dstip"", ""DestinationIP""]}, ""index"": {""default"": ""g50501_fw"", ""distinct_count"": 3, ""examples"": [""g50501_fw"", ""ticket_summary"", ""g47193_fw""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [4]}, ""sourcetype"": {""default"": ""fortigate_utm"", ""distinct_count"": 1, ""examples"": [""fortigate_utm""]}, ""src_ip_field"": {""default"": ""srcip"", ""distinct_count"": 2, ""examples"": [""srcip"", ""SourceIP""]}, ""value"": {""default"": ""high"", ""distinct_count"": 6, ""examples"": [""high"", ""dropped"", ""blocked"", ""block"", ""50501*0423"", ""-3h""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (3 distinct).
TPL-0538,Huawei Cloud Hss Critical Severity Alert,network_security,"[""[HighBlock] 8070_Huawei Cloud -  HSS Critical Severity Alert"", ""[HighBlock] 8071_Huawei Cloud -  HSS High Severity Alert"", ""[HighBlock] 8073_Huawei Cloud -  HSS Low Severity Alert""]",saved_alert | index-scoped/mixed,"index = {{index}} source = {{source}} | rex field=_raw {{value}} | spath input=json | search appendinfo.resource_info.enterprise_project_id in ({{value_set}}) | search not appendinfo.network_info.flow_direction={{value}} | eval severity = case( {{value}} == {{value}}, {{value}}, {{value}} == {{value}}, {{value}}, {{value}} == {{value}}, {{value}}, {{value}} == {{value}}, {{value}}, true(), {{value}} ) | search severity={{value}} | eval status = case( {{value}} == {{value}}, {{value}}, {{value}} == {{value}}, {{value}}, true(), {{value}} ) | eval action = case( {{value}} == {{value}}, {{value}}, {{value}} == {{value}}, {{value}}, {{value}} == {{value}}, {{value}}, {{value}} == {{value}}, {{value}}, true(), {{value}} ) | eval file_hash = coalesce( mvindex({{value}}, 0), mvindex({{value}}, 0), mvindex({{value}}, 0), {{value}} ) | fillnull value={{value}} | eval {{value}} = coalesce(mvindex({{value}}, 0), {{value}}) | eval {{value}} = coalesce(mvindex({{value}}, 0), {{value}}) | eval {{value}} = severity | eval {{value}} = status | eval {{value}} = coalesce(mvindex({{value}}, 0), {{value}}) | eval {{value}} = coalesce(mvindex({{value}}, 0), {{value}}) | eval {{value}} = coalesce(mvindex({{value}}, 0), {{value}}) | eval {{value}} = coalesce(mvindex({{value}}, 0), {{value}}) | eval {{value}} = coalesce(mvindex({{value}}, 0), {{value}}) | eval {{value}} = file_hash | eval {{value}} = coalesce(mvindex({{value}}, 0), {{value}}) | eval {{value}} = json_object( {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}}, {{value}} ) | dedup _time, {{value}}, {{value}}, {{value}}, {{value}}","{""index"": {""default"": ""g91828_hw_cloud"", ""distinct_count"": 1, ""examples"": [""g91828_hw_cloud""]}, ""source"": {""default"": ""/opt/hwCloud/hss-alarm.log"", ""distinct_count"": 1, ""examples"": [""/opt/hwCloud/hss-alarm.log""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 3, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/05 * * * *"", ""*/15 * * * *""], ""severities"": [2, 4, 5]}, ""value"": {""default"": ""_raw"", ""distinct_count"": 6, ""examples"": [""_raw"", ""json"", ""out"", ""case"", ""Critical"", ""coalesce""]}}",selects events from parameterized index/source-type scope; extracts or normalizes fields from raw/structured data.,schedules differ (2 distinct); severities differ (3 distinct).
TPL-0539,Ip/Port Scanning (variant 1),network_security,"[""0401_IP/Port Scanning"", ""[AVSECO] 0401_IP/Port Scanning"", ""[CITIC 1616] 0401_IP/Port Scanning"", ""[CK Life] 0401_IP/Port Scanning"", ""[Guoco] 0401_IP/Port Scanning"", ""[Henderson] 0401_IP/Port Scanning"", ""[NomuraPOC] 0401_IP/Port Scanning""]",saved_alert | sourcetype=pan:traffic,"index = {{index}} eventtype={{value}} not {{src_ip_field}} in ({{value_set}}) | stats dc({{dest_ip_field}}) as num_scan_ip dc({{dest_port_field}}) as num_scan_port by {{src_ip_field}} fix_ticketnumber fix_triggertime {{value}} {{value}} {{value}} {{value}} fix_index {{value}} {{value}} | eval portscan = if(num_scan_port >={{threshold}},1,0) | eval ipscan = if(num_scan_ip >{{threshold}},1,0) | eval result = case(portscan == 1 and ipscan == 1, {{value}}, portscan == 0 and ipscan == 1, {{value}}, portscan == 1 and ipscan ==0, {{value}}, portscan == 0 and ipscan ==0, {{value}}) | where result != {{value}} | rename result as {{value}}, {{src_ip_field}} as {{value}}, num_scan_ip as {{value}}, num_scan_port as {{value}}","{""dest_ip_field"": {""default"": ""dest_ip"", ""distinct_count"": 1, ""examples"": [""dest_ip""]}, ""index"": {""default"": ""40268_boci-prudential_drsite_paloalto"", ""distinct_count"": 6, ""examples"": [""40268_boci-prudential_drsite_paloalto"", ""g50501_fw"", ""ticket_summary"", ""g32863_forti"", ""g50070_fg"", ""g47193_fw""]}, ""source_alert_metadata"": {""actions"": [""logevent, lookup"", ""logevent""], ""alert_count"": 7, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *"", ""*/8 * * * *"", ""*/5 * * * *""], ""severities"": [1, 2, 3]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 2, ""examples"": [""src_ip"", ""SourceIP""]}, ""threshold"": {""default"": ""10"", ""distinct_count"": 6, ""examples"": [""10"", ""5"", ""200"", ""20"", ""1000"", ""39""]}, ""value"": {""default"": ""pan_traffic"", ""distinct_count"": 6, ""examples"": [""pan_traffic"", ""index"", ""strftime"", ""GID."", ""if"", ""case""]}}",selects events from parameterized index/source-type scope; correlates related events across a transaction or subsearch; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (8 distinct); thresholds differ (6 distinct); time windows differ (3 distinct); schedules differ (3 distinct); severities differ (3 distinct); enabled and disabled variants are both present.
TPL-0540,Ip/Port Scanning (variant 2),network_security,"[""[Haitong] 0401_IP/Port Scanning"", ""[PetroChina] 0401_IP/Port Scanning""]","saved_alert | sourcetype=forti*, FG_log","index = {{index}} sourcetype = {{sourcetype}} not {{src_ip_field}} in ({{value_set}}) | eval check={{dest_ip_field}}.{{value}}.{{dest_port_field}} | stats dc({{dest_ip_field}}) as num_scan_ip dc({{dest_port_field}}) as num_scan_port values(check) as check by {{src_ip_field}} host | eval portscan = if(num_scan_port >={{threshold}},1,0) | eval ipscan = if(num_scan_ip >{{threshold}},1,0) | eval result = case(portscan == 1 and ipscan == 1, {{value}}, portscan == 0 and ipscan == 1, {{value}}, portscan == 1 and ipscan ==0, {{value}}, portscan == 0 and ipscan ==0, {{value}}) | where result != {{value}} | mvexpand check | rex field=check {{value}} | search not [| search index = {{index}} ticketnumber={{value}}*0401 source = {{source}} earliest={{earliest}} | stats count by {{src_ip_field}} | rename {{src_ip_field}} as {{src_ip_field}} | table {{src_ip_field}}] | rename result as {{value}}, {{src_ip_field}} as {{value}}, num_scan_ip as {{value}}, num_scan_port as {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""dest_ip_field"": {""default"": ""dest_ip"", ""distinct_count"": 1, ""examples"": [""dest_ip""]}, ""index"": {""default"": ""*48113*"", ""distinct_count"": 3, ""examples"": [""*48113*"", ""ticket_summary"", ""petrochina01""]}, ""source"": {""default"": ""*0401*"", ""distinct_count"": 1, ""examples"": [""*0401*""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false], ""schedules"": [""*/5 * * * *""], ""severities"": [1, 2]}, ""sourcetype"": {""default"": ""forti*"", ""distinct_count"": 2, ""examples"": [""forti*"", ""FG_log""]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 2, ""examples"": [""src_ip"", ""SourceIP""]}, ""threshold"": {""default"": ""500"", ""distinct_count"": 2, ""examples"": [""500"", ""20""]}, ""value"": {""default"": ""dest_ip."", ""distinct_count"": 6, ""examples"": [""dest_ip."", ""if"", ""case"", ""Normal"", ""check"", ""48113*0401""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (3 distinct); sourcetype values differ (2 distinct); thresholds differ (2 distinct); severities differ (2 distinct).
TPL-0541,Ip/Port Scanning (variant 3),network_security,"[""[Peak] 0401_IP/Port Scanning"", ""[Tahoe Macau] 0401_IP/Port Scanning""]",saved_alert | index-scoped/mixed,"index = {{index}} not {{src_ip_field}} in ({{value_set}}) | eval check={{dest_ip_field}}.{{value}}.{{dest_port_field}} | stats dc({{dest_ip_field}}) as num_scan_ip dc({{dest_port_field}}) as num_scan_port values(check) as check by {{src_ip_field}} host | eval portscan = if(num_scan_port >={{threshold}},1,0) | eval ipscan = if(num_scan_ip >{{threshold}},1,0) | eval result = case(portscan == 1 and ipscan == 1, {{value}}, portscan == 0 and ipscan == 1, {{value}}, portscan == 1 and ipscan ==0, {{value}}, portscan == 0 and ipscan ==0, {{value}}) | where result != {{value}} | mvexpand check | rex field=check {{value}} | search not [| search index = {{index}} ticketnumber={{value}}*0401 source = {{source}} earliest={{earliest}} | stats count by {{src_ip_field}} | rename {{src_ip_field}} as {{src_ip_field}} | table {{src_ip_field}}] | rename result as {{value}}, {{src_ip_field}} as {{value}}, num_scan_ip as {{value}}, num_scan_port as {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""dest_ip_field"": {""default"": ""dest_ip"", ""distinct_count"": 1, ""examples"": [""dest_ip""]}, ""index"": {""default"": ""g44050_forti"", ""distinct_count"": 3, ""examples"": [""g44050_forti"", ""ticket_summary"", ""g47333_forti""]}, ""source"": {""default"": ""*0401*"", ""distinct_count"": 1, ""examples"": [""*0401*""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""Correlate 1157"", ""(none)""], ""descriptions_available"": 1, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *"", ""*/5 * * * *""], ""severities"": [1, 2]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 2, ""examples"": [""src_ip"", ""SourceIP""]}, ""threshold"": {""default"": ""20"", ""distinct_count"": 3, ""examples"": [""20"", ""55"", ""25""]}, ""value"": {""default"": ""dest_ip."", ""distinct_count"": 6, ""examples"": [""dest_ip."", ""if"", ""case"", ""Normal"", ""check"", ""44050*0401""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (3 distinct); thresholds differ (3 distinct); schedules differ (2 distinct); severities differ (2 distinct).
TPL-0542,Ip/Port Scanning Activities,network_security,"[""[CDS] 0401_IP/Port Scanning Activities"", ""[TIMC] 0401_IP/Port Scanning""]",saved_alert | sourcetype=pan:traffic,"index = {{index}} sourcetype = {{sourcetype}} action={{value}} | search not (src={{value}} or src={{value}} or src={{value}} ) | stats dc({{dest_ip_field}}) as num_scan_ip dc({{dest_port_field}}) as num_scan_port by {{src_ip_field}} fix_ticketnumber fix_triggertime {{value}} {{value}} {{value}} {{value}} fix_index {{value}} {{value}} | eval portscan = if(num_scan_port >={{threshold}},1,0) | eval ipscan = if(num_scan_ip >{{threshold}},1,0) | eval result = case(portscan == 1 and ipscan == 1, {{value}}, portscan == 0 and ipscan == 1, {{value}}, portscan == 1 and ipscan ==0, {{value}}, portscan == 0 and ipscan ==0, {{value}}) | where result != {{value}} | rename result as {{value}}, {{src_ip_field}} as {{value}}, num_scan_ip as {{value}}, num_scan_port as {{value}}","{""dest_ip_field"": {""default"": ""dest_ip"", ""distinct_count"": 1, ""examples"": [""dest_ip""]}, ""index"": {""default"": ""cds_pa"", ""distinct_count"": 2, ""examples"": [""cds_pa"", ""g49818_pa""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *"", ""*/8 * * * *""], ""severities"": [1, 4]}, ""sourcetype"": {""default"": ""pan:traffic"", ""distinct_count"": 1, ""examples"": [""pan:traffic""]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 1, ""examples"": [""src_ip""]}, ""threshold"": {""default"": ""1300"", ""distinct_count"": 2, ""examples"": [""1300"", ""100""]}, ""value"": {""default"": ""allowed"", ""distinct_count"": 6, ""examples"": [""allowed"", ""10.0.0.0/8"", ""172.16.0.0/12"", ""192.168.0.0/16"", ""strftime"", ""if""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; applies a threshold or condition before alerting.,index values differ (2 distinct); thresholds differ (2 distinct); schedules differ (2 distinct); severities differ (2 distinct).
TPL-0543,Ip/Port Scanning Activities Pa (variant 1),network_security,"[""[Cathay Bank] 0401_IP/Port Scanning Activities_PA"", ""[HKCEC] 0401_IP/Port Scanning Activities_PA""]",saved_alert | sourcetype=pan:threat,"index = {{index}} sourcetype = {{sourcetype}} action={{value}} | eval dest_translated_ip=if(dest_translated_ip={{value}},{{dest_ip_field}},dest_translated_ip) | eval dest_translated_port=if(dest_translated_port={{value}},{{dest_port_field}},dest_translated_port) | stats dc(dest_translated_ip) as num_scan_ip dc(dest_translated_port) as num_scan_port by {{src_ip_field}} {{host_field}} action src_location | eval portscan = if(num_scan_port >={{threshold}},1,0) | eval ipscan = if(num_scan_ip >{{threshold}},1,0) | eval result = case(portscan == 1 and ipscan == 1, {{value}}, portscan == 0 and ipscan == 1, {{value}}, portscan == 1 and ipscan ==0, {{value}}, portscan == 0 and ipscan ==0, {{value}}) | where result != {{value}} | search not [| search index = {{index}} ticketnumber={{value}}*0401 source = {{source}} earliest={{earliest}} | stats count by {{src_ip_field}} | rename {{src_ip_field}} as {{src_ip_field}} | table {{src_ip_field}}] | rename result as {{value}}, {{src_ip_field}} as {{value}}, num_scan_ip as {{value}}, num_scan_port as {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""dest_ip_field"": {""default"": ""dest_ip"", ""distinct_count"": 1, ""examples"": [""dest_ip""]}, ""host_field"": {""default"": ""dvc"", ""distinct_count"": 1, ""examples"": [""dvc""]}, ""index"": {""default"": ""federated:g50113_pa"", ""distinct_count"": 3, ""examples"": [""federated:g50113_pa"", ""ticket_summary"", ""g50238_pa""]}, ""source"": {""default"": ""*0401*"", ""distinct_count"": 1, ""examples"": [""*0401*""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)"", ""20250214: Added NOT src_ip IN (\""10.0.0.0/22\"", \""192.168.0.0/24\"", \""192.168.60.0/22\"", \""192.168.246.0/23\"", \""192.168.248.0/23\"") (Ref: 502382025020817300401)\n\n20250218: Updated from \""10.0.0.0/22\"" to \""10.0.0.0/16\""\n\n20250227: Added whitelist \""192.168.53.32/28\""\n\n20250307: Added whitelist \""10.10.11.0/24\"" (Case Number: 502382025030416000401)""], ""descriptions_available"": 1, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [1]}, ""sourcetype"": {""default"": ""pan:threat"", ""distinct_count"": 1, ""examples"": [""pan:threat""]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 2, ""examples"": [""src_ip"", ""SourceIP""]}, ""threshold"": {""default"": ""300"", ""distinct_count"": 2, ""examples"": [""300"", ""20""]}, ""value"": {""default"": ""allowed"", ""distinct_count"": 6, ""examples"": [""allowed"", ""if"", ""0.0.0.0"", ""case"", ""Normal"", ""50113*0401""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; applies a threshold or condition before alerting.,index values differ (3 distinct); thresholds differ (2 distinct).
TPL-0544,Ip/Port Scanning Activities Pa (variant 2),network_security,"[""[Citic Pacific] 0401_IP/Port Scanning Activities_PA"", ""[Sumida] 0401_IP/Port Scanning Activities_PA""]","saved_alert | sourcetype=pan:traffic, pan:threat","index = {{index}} sourcetype = {{sourcetype}} action={{value}} src_zone={{value}} dest_zone!={{value}} | eval dest_translated_ip=if(dest_translated_ip={{value}},{{dest_ip_field}},dest_translated_ip) | eval dest_translated_port=if(dest_translated_port={{value}},{{dest_port_field}},dest_translated_port) | stats dc(dest_translated_ip) as num_scan_ip dc(dest_translated_port) as num_scan_port values(dest_translated_ip) as {{dest_ip_field}} by {{src_ip_field}} {{host_field}} action | eval portscan = if(num_scan_port >={{threshold}},1,0) | eval ipscan = if(num_scan_ip >{{threshold}},1,0) | eval result = case(portscan == 1 and ipscan == 1, {{value}}, portscan == 0 and ipscan == 1, {{value}}, portscan == 1 and ipscan ==0, {{value}}, portscan == 0 and ipscan ==0, {{value}}) | where result != {{value}} | search not [| search index = {{index}} ticketnumber={{value}}*0401 source = {{source}} earliest={{earliest}} | stats count by {{src_ip_field}} | rename {{src_ip_field}} as {{src_ip_field}} | table {{src_ip_field}}] | rename result as {{value}}, {{src_ip_field}} as {{value}}, num_scan_ip as {{value}}, num_scan_port as {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""dest_ip_field"": {""default"": ""dest_ip"", ""distinct_count"": 2, ""examples"": [""dest_ip"", ""dst_ip""]}, ""host_field"": {""default"": ""dvc"", ""distinct_count"": 1, ""examples"": [""dvc""]}, ""index"": {""default"": ""g20499_pa"", ""distinct_count"": 3, ""examples"": [""g20499_pa"", ""ticket_summary"", ""g39300_pafw""]}, ""source"": {""default"": ""*0401*"", ""distinct_count"": 1, ""examples"": [""*0401*""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *""], ""severities"": [1]}, ""sourcetype"": {""default"": ""pan:traffic"", ""distinct_count"": 2, ""examples"": [""pan:traffic"", ""pan:threat""]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 2, ""examples"": [""src_ip"", ""SourceIP""]}, ""threshold"": {""default"": ""300"", ""distinct_count"": 2, ""examples"": [""300"", ""20""]}, ""value"": {""default"": ""allowed"", ""distinct_count"": 6, ""examples"": [""allowed"", ""outside"", ""if"", ""0.0.0.0"", ""case"", ""Normal""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; applies a threshold or condition before alerting.,index values differ (3 distinct); sourcetype values differ (2 distinct); thresholds differ (2 distinct); enabled and disabled variants are both present.
